"count"	"b2a"	"b2b"
638	0.629669	0.326824
639	0.846878	0.253849
640	1.024278	0.249495
641	0.929563	0.225792
642	0.684765	0.656717
643	0.738817	0.785955
644	0.784446	-0.03071
645	0.657834	0.711632
646	0.284939	0.281658
647	0.49822	0.339095
648	0.858912	0.54372
649	0.686028	0.564537
650	0.342813	0.460398
651	0.198964	0.576509
652	0.371381	0.518542
653	0.300989	0.614603
654	0.280333	0.550772
655	0.350881	1.070221
656	0.795101	0.471825
657	0.562661	0.210796
658	0.528879	0.918852
659	0.55227	0.371421
660	0.27665	0.239917
661	0.496018	0.225034
662	0.226198	0.46472
663	0.80695	0.840728
664	0.831316	0.834056
665	0.496415	0.40319
666	0.504705	0.503802
667	0.821078	0.631943
668	0.798158	0.618504
669	0.84223	0.784685
670	0.525592	0.718067
671	0.542893	0.538366
672	0.416601	0.548443
673	0.421932	0.596606
674	0.550848	0.651402
675	0.348588	0.146492
676	0.447581	0.387612
677	0.601204	0.878219
678	0.615555	0.468274
679	0.630955	0.577582
680	0.627177	0.894506
681	0.630173	0.813568
682	0.472966	0.905617
683	0.371159	0.404842
684	0.418718	0.51574
685	0.367802	0.304803
686	0.532452	0.503216
687	0.014092	0.662675
688	0.661621	0.557107
689	0.678834	0.834411
690	1.031365	0.617899
691	0.728542	0.208294
692	-0.02735	0.188619
693	0.118608	0.496427
694	0.413356	0.630146
695	0.511612	0.496648
696	1.016537	0.738635
697	0.39342	0.782154
698	0.357472	0.770244
699	0.734655	0.678543
700	0.81466	0.712823
701	0.784414	0.603923
702	0.405501	0.704406
703	0.318336	0.601373
704	0.547278	0.426857
705	0.349	0.366466
706	0.5305	0.364113
707	0.554829	0.658814
708	0.990388	0.427981
709	0.409387	0.499473
710	0.147484	0.559155
711	0.551433	0.580864
712	0.619101	0.829547
713	1.003732	0.408196
714	0.955641	0.470232
715	0.451141	0.400489
716	0.280474	0.070953
717	1.017591	0.397339
718	0.698795	-0.028955
719	0.797306	-0.059843
720	0.785212	0.163789
721	0.44472	0.567588
722	0.530967	0.983345
723	0.226885	0.605802
724	0.753728	0.97691
725	0.774095	0.765069
726	1.080667	0.844666
727	0.220769	0.234097
728	0.38755	0.808244
729	0.565194	1.038694
730	0.983681	0.703002
731	0.735223	0.714527
732	0.519201	0.925028
733	0.674081	0.713974
734	0.586245	0.59089
735	0.58341	0.660788
736	0.671108	0.51119
737	0.624732	0.326326
738	0.556405	0.251312
739	0.240645	0.266903
740	0.254517	0.285905
741	0.897944	0.469689
742	1.025275	0.508491
743	0.771133	1.076293
744	0.811578	0.424812
745	1.065895	0.157926
746	0.536237	0.684836
747	0.675186	0.092567
748	0.048683	0.515601
749	0.074458	0.463337
750	0.65359	0.607862
751	0.292967	0.376625
752	0.213871	0.090064
753	0.518051	0.592938
754	0.77638	1.29545
755	0.726244	0.416608
756	0.586182	0.105336
757	0.190635	0.837893
758	0.375465	0.777771
759	0.67396	0.269649
760	0.98953	0.905826
761	0.494057	0.522752
762	0.554944	0.301925
763	0.520049	0.204935
764	0.601671	0.408406
765	0.566309	0.980492
766	0.415874	0.580838
767	0.85608	0.611
768	0.82672	0.272752
769	0.552296	0.619402
770	0.540191	0.692002
771	0.477965	0.613891
772	0.701572	0.506363
773	0.496378	0.550758
774	0.829023	0.831867
775	0.800962	0.830544
776	0.82971	0.472401
777	0.854092	0.537798
778	0.613438	0.458603
779	0.54845	0.579172
780	0.492829	0.453339
781	0.232424	0.788668
782	0.580458	0.124836
783	0.507536	0.263893
784	0.457976	1.200528
785	0.821997	0.769292
786	0.553524	0.360437
787	0.576863	0.560384
788	0.477838	0.736074
789	0.554158	0.803801
790	0.553453	0.64878
791	0.6889	0.623081
792	0.502976	0.40321
793	0.586167	0.721401
794	0.669047	0.815313
795	0.703752	0.760602
796	0.444518	0.546171
797	0.770717	0.55505
798	0.806612	0.791007
799	0.717207	0.439599
800	1.033723	0.521039
801	0.748631	0.774105
802	0.612204	0.920178
803	0.514595	0.485867
804	0.493078	0.594208
805	0.494401	0.305611
806	0.456542	0.357586
807	0.412275	0.749083
808	0.527107	0.659155
809	0.497363	0.775551
810	0.710425	0.548607
811	0.758596	0.658314
812	0.847874	0.605361
813	0.858387	0.588544
814	0.755688	0.422588
815	0.271277	0.578853
816	0.433871	0.730231
817	0.257986	0.699418
818	0.19387	0.747803
819	0.032909	0.700107
820	0.008893	0.408511
821	0.239246	0.340676
822	0.580238	0.744306
823	1.016249	0.650679
824	0.394939	0.226659
825	0.395746	0.406654
826	0.377382	0.64019
827	0.107379	0.637571
828	0.807501	0.599722
829	0.834046	0.523337
830	0.842715	0.631221
831	0.93767	0.787811
832	0.826014	0.580253
833	0.871394	0.798964
834	0.783539	0.942277
835	0.551066	0.527166
836	0.258444	0.604296
837	0.422397	0.70934
838	0.391548	0.496118
839	0.353332	0.416927
840	0.363611	0.263495
841	0.64809	0.718406
842	0.796175	0.595735
843	0.647979	0.537392
844	0.679636	1.203459
845	0.775962	0.546455
846	0.887253	0.502587
847	0.446597	0.370153
848	0.921922	0.616793
849	0.836545	0.414052
850	0.282503	0.866095
851	0.261869	0.86342
852	0.58216	0.542053
853	0.564164	0.403852
854	0.314534	0.439271
855	0.352207	0.649733
856	0.334343	0.400793
857	0.314015	0.701894
858	0.76398	0.496081
859	0.798776	0.337747
860	0.871496	0.755947
861	0.794394	0.748946
862	0.478991	0.482186
863	0.460096	0.6585
864	0.541188	0.688158
865	0.657736	0.675791
866	1.004464	0.997007
867	0.541141	0.477751
868	0.242734	0.556109
869	0.514155	1.03902
870	0.590057	1.121383
871	0.497958	0.410831
872	0.57746	0.327764
873	0.573246	0.313058
874	0.530227	0.65069
875	0.899098	0.295474
876	0.65744	0.282359
877	0.692188	0.606923
878	0.493639	0.785464
879	0.589697	0.805191
880	0.669566	0.629142
881	0.441125	0.143999
882	0.499637	0.510009
883	0.781521	0.925193
884	0.59074	0.291325
885	0.545167	0.486645
886	0.362219	1.310857
887	0.554836	0.299906
888	0.290003	0.523486
889	0.090518	0.157932
890	0.180358	0.398948
891	0.489467	0.431088
892	0.606126	0.794695
893	0.423259	0.757584
894	0.345311	0.568063
895	0.789724	0.72773
896	0.897309	0.104953
897	0.571075	0.478496
898	0.672186	0.38829
899	0.64837	0.593707
900	0.665879	0.643659
901	0.725126	0.630814
902	0.830652	0.606313
903	0.484244	0.665745
904	0.861876	0.687967
905	0.125691	0.733463
906	0.054706	0.360076
907	-0.001146	0.394192
908	0.93109	0.722194
909	1.126413	0.665299
910	0.621392	0.73999
911	0.721965	0.768908
912	0.540734	0.847189
913	0.433115	0.957118
914	0.466644	0.778637
915	0.793186	0.710769
916	0.630483	0.867804
917	0.284225	0.697975
918	0.551095	0.65088
919	0.27215	0.835263
920	0.994269	0.916721
921	0.727262	0.537672
922	0.995625	0.746866
923	0.26184	0.678862
924	0.622715	0.654193
925	0.454099	0.636179
926	0.144235	1.113992
927	0.934288	0.994577
928	0.948207	0.827567
929	0.620792	0.838291
930	0.60498	0.499548
931	0.997437	0.546304
932	1.014376	0.55933
933	0.673009	0.613731
934	0.996897	0.617898
935	0.905895	0.847784
936	0.634937	0.569931
937	0.637393	0.544057
938	0.348258	0.855009
939	0.544591	0.114563
940	0.670285	-0.000828
941	0.564852	0.997654
942	0.575368	1.100466
943	0.881238	1.476183
944	0.622903	0.910294
945	0.775631	0.573741
946	0.504081	0.372937
947	0.668154	0.553906
948	0.363977	0.735593
949	0.204919	0.392204
950	0.193319	0.343319
951	0.942952	0.383642
952	0.922045	0.284397
953	1.379726	0.478321
954	0.156876	0.320122
955	-0.000487	0.684026
956	0.010756	0.397503
957	0.83654	0.439251
958	0.880556	0.193936
959	0.839832	0.30998
960	0.863939	0.39888
961	0.727735	0.609456
962	0.992641	1.073273
963	0.731631	1.088518
964	0.35174	0.353495
965	0.451466	0.10822
966	0.476999	0.559305
967	0.696527	0.176878
968	0.631325	0.383864
969	0.711173	0.3651
970	0.520867	0.514219
971	0.787724	0.604404
972	0.772396	0.63604
973	0.737566	0.672064
