"count"	"b2a"	"b2b"
888	-9.752453	-6.778315
889	-7.029477	-6.594643
890	-7.363897	-7.364346
891	-7.516729	-7.080016
892	-7.77624	-6.773809
893	3.767355	-6.590246
894	2.574915	-6.616176
895	2.012547	-6.275086
896	1.87824	-6.500274
897	2.232138	-6.0775
898	2.703026	-6.401682
899	2.625661	-6.747393
900	-0.989146	-5.974481
901	4.492771	-6.410867
902	-0.677901	-10.308444
903	6.39645	-11.566435
904	-6.455341	-11.524268
905	-6.649974	-11.549164
906	-5.91657	-11.751126
907	-5.935902	-11.19756
908	-6.123673	-11.223398
909	-5.929974	-11.478065
910	-6.311618	-11.833231
911	-6.073097	-11.478548
912	-6.244419	-11.178146
913	-6.185527	-11.373865
914	-6.742863	-11.169218
915	-6.263224	-11.235463
916	-6.488001	-11.563516
917	-6.700922	-11.46882
918	-6.743549	-11.300264
919	-6.663005	-11.049994
920	-6.861881	-11.11619
921	-6.795747	-10.862386
922	-6.40455	-11.292934
923	-6.341265	-11.223985
924	-6.841226	-11.622849
925	-6.886909	-11.329814
926	-6.8614	-11.478388
927	-6.706748	-11.360785
928	-6.42524	-11.441445
929	-6.364025	-11.579084
930	-6.486562	-11.362437
931	-6.69826	-10.600827
932	-6.523215	-11.155919
933	-6.640639	-10.962237
934	-6.708119	-11.715764
935	-6.827109	-11.839413
936	-6.032396	-11.703792
937	-6.312476	-11.891832
938	-6.36608	-11.448064
939	-6.562835	-10.876568
940	-6.359724	-10.897655
941	-6.367363	-9.952162
942	-6.820019	-10.102587
943	-6.917667	-10.901686
944	-6.377611	-11.614072
945	-6.461002	-11.668174
946	-6.334538	-11.12583
947	-6.400159	-10.238896
948	-6.254396	-11.635645
949	-6.263644	-10.986403
950	-6.66466	-10.419728
951	-6.740024	-10.683753
952	-7.364003	-10.218385
953	-7.211754	-10.712302
954	-6.567777	-10.892675
955	-4.854114	-11.54377
956	2.336011	-11.522217
957	-3.394795	-11.554068
958	-2.324859	-10.588112
959	-7.676356	-10.287263
960	0.707114	-10.560431
961	-0.085659	-10.736018
962	1.356024	-9.828486
963	-0.591083	-10.431291
964	-0.000578	-10.306003
965	-0.051648	-10.655965
966	-0.358651	-10.744579
967	-0.239774	-9.932641
968	1.301066	-9.882364
969	0.399052	-10.072115
970	0.19797	-10.544935
971	-0.205393	-9.437302
972	-0.174761	-9.614128
973	0.389886	-9.644635
974	-0.211519	-10.608258
975	1.048191	-11.098769
976	1.240457	-11.683282
977	0.952706	-10.553237
978	0.317424	-11.417576
979	0.295702	-11.334027
980	0.112393	-10.974508
981	0.644971	-11.032952
982	0.910601	-10.675259
983	0.591985	-10.945044
984	0.105225	-11.046237
985	0.902479	-11.505117
986	0.147137	-11.296726
987	-0.10792	-11.033423
988	1.414369	-10.812407
989	0.512633	-11.859346
990	0.715959	-12.016405
991	0.805358	1.62645
992	0.095438	-9.664272
993	0.163642	4.990429
994	0.616369	-1.748875
995	0.746525	0.128137
996	0.139568	-2.727242
997	0.089833	0.144756
998	0.095671	3.684711
999	0.060585	3.848756
1000	0.31793	4.225432
1001	-0.042993	2.920865
1002	0.292321	2.284176
1003	0.263009	3.908187
1004	0.528478	4.238846
1005	0.588834	2.681758
1006	0.679732	3.623557
1007	0.405231	3.986752
1008	0.101503	-1.510315
1009	0.13458	-2.485214
1010	-0.233434	1.746479
1011	-0.481463	1.133212
1012	-0.561751	-1.214842
1013	1.190891	1.905284
1014	0.401312	1.271777
1015	0.072468	0.300102
1016	-0.215773	0.3278
1017	0.813351	0.490089
1018	1.155606	0.329536
1019	-0.028866	0.442639
1020	0.117027	0.859994
1021	-0.348063	0.347033
1022	0.820991	0.76428
1023	0.128891	0.170699
1024	0.141069	0.072091
1025	0.239884	1.06315
1026	0.348422	0.941585
1027	0.981069	0.055392
1028	1.076415	-0.030483
1029	1.155726	0.428174
1030	0.954413	0.024685
1031	0.855709	0.342011
1032	0.123706	0.236081
1033	0.712205	0.872356
1034	-0.141791	0.906288
1035	-0.183642	0.873008
1036	0.007995	0.418483
1037	-0.262451	-0.041886
1038	0.573181	0.353103
1039	-0.006802	0.15053
1040	1.105901	1.181626
1041	0.598326	-0.021928
1042	0.313848	0.142695
1043	0.542675	0.079949
1044	0.793528	0.063522
1045	-0.285296	0.449656
1046	-0.108232	0.494445
1047	0.516553	0.535113
1048	0.133299	0.131357
1049	0.586878	-0.060743
1050	0.784719	0.020119
1051	0.905172	-0.3761
1052	1.137224	-0.407873
1053	0.112285	-0.616988
1054	-0.089927	1.067516
1055	0.396333	0.922306
1056	0.332322	1.371522
1057	0.338443	0.49492
1058	0.331732	1.032692
1059	0.134814	1.294268
1060	0.378053	0.826925
1061	0.900488	0.851296
1062	-0.049324	0.01693
1063	0.164693	0.536338
1064	-0.255715	0.38427
1065	1.061142	0.671916
1066	0.61546	1.026975
1067	0.575215	0.390307
1068	0.954693	1.250984
1069	0.788963	0.969506
1070	1.107298	-0.562748
1071	1.154221	0.219837
1072	0.557351	-0.337778
1073	0.996311	1.029594
1074	-0.16117	0.386553
1075	-0.032562	0.837644
1076	0.025968	-0.578631
1077	-0.09836	-0.409635
1078	-0.343087	0.764411
1079	0.454438	0.489182
1080	0.981537	0.469051
1081	0.760909	0.0826
1082	0.267199	0.271132
1083	0.129615	0.254963
1084	0.778702	0.220066
1085	0.063677	-0.167529
1086	0.607141	0.490185
1087	0.135537	0.174358
1088	0.197791	0.527143
1089	0.14696	0.394377
1090	-0.096981	-0.145331
1091	0.101548	0.355793
1092	0.030367	0.181735
